pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-1130 b,TOI-1130,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KORTH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.115K/abstract target=ref>Korth et al. 2023</a>,4.07445000,0.00046000,-0.00046000,0,0.044570,0.000360,-0.000360,0,3.560,0.130,-0.130,0,0.318,0.012,-0.012,0,19.28000,0.97000,-0.97000,0,0.06066,0.00305,-0.00305,0,Mass,0.054100,0.001500,-0.001500,0,78.10,5.55,-5.55,0,632,13,-13,0,1,<a refstr=KORTH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.115K/abstract target=ref>Korth et al. 2023</a>,K6-K7,4350.00,60.00,-60.00,0,0.69,0.01,-0.01,0,0.71,0.02,-0.02,0,0.300,0.060,-0.060,0,[Fe/H],4.62,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.2609000,0.1700000,-0.1691000,11.5950000,0.0260000,-0.0260000,8.3510000,0.0330000,-0.0330000,10.9028000,0.0007740,-0.0007740,2024-02-05,2023-07,2024-02-05
TOI-1130 c,TOI-1130,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KORTH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.115K/abstract target=ref>Korth et al. 2023</a>,8.35023100,0.00009800,-0.00009800,0,0.071910,0.000580,-0.000580,0,13.320,1.550,-1.410,0,1.188,0.138,-0.126,0,325.69000,5.59000,-5.59000,0,1.02474,0.01759,-0.01759,0,Mass,0.045700,0.001600,-0.001600,0,30.00,2.13,-2.13,0,498,10,-10,0,1,<a refstr=KORTH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.115K/abstract target=ref>Korth et al. 2023</a>,K6-K7,4350.00,60.00,-60.00,0,0.69,0.01,-0.01,0,0.71,0.02,-0.02,0,0.300,0.060,-0.060,0,[Fe/H],4.62,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.2609000,0.1700000,-0.1691000,11.5950000,0.0260000,-0.0260000,8.3510000,0.0330000,-0.0330000,10.9028000,0.0007740,-0.0007740,2024-02-05,2023-07,2024-02-05
TOI-1135 b,TOI-1135,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,8.02772830,,,0,0.082337,,,0,9.341,0.420,-0.420,0,0.832,0.037,-0.037,0,,,,,,,,,,,,,,254.89,,,0,1074,,,0,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,5962.70,,,0,1.15,,,0,1.16,,,0,,,,,,4.38,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h53m35.13s,193.3963704,+85d07m46.18s,85.1294952,114.0480000,0.3080000,-0.3060000,9.5400000,0.0300000,-0.0300000,8.1920000,0.0190000,-0.0190000,9.4135300,0.0005390,-0.0005390,2024-06-11,2024-05,2024-06-11
TOI-1136 b,TOI-1136,1,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,4.17270000,0.00030000,-0.00030000,0,0.051060,0.000900,-0.000900,0,,,,,,,,,3.50000,0.80000,-0.70000,0,0.01101,0.00252,-0.00220,0,Mass,0.027000,0.009000,-0.009000,0,,,,,1216,12,-12,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770.00,50.00,-50.00,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.070,0.060,-0.060,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362000,0.1583000,-0.1577000,9.5340000,0.0030000,-0.0030000,8.0340000,0.0210000,-0.0210000,9.3678900,0.0005890,-0.0005890,2024-04-10,2024-02,2024-04-10
TOI-1136 c,TOI-1136,1,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,6.25740000,0.00020000,-0.00020000,0,0.066900,0.000500,-0.000500,0,,,,,,,,,6.32000,1.10000,-1.30000,0,0.01988,0.00346,-0.00409,0,Mass,0.110000,0.010000,-0.010000,0,,,,,1062,7,-7,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770.00,50.00,-50.00,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.070,0.060,-0.060,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362000,0.1583000,-0.1577000,9.5340000,0.0030000,-0.0030000,8.0340000,0.0210000,-0.0210000,9.3678900,0.0005890,-0.0005890,2024-04-10,2024-02,2024-04-10
TOI-1136 d,TOI-1136,1,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,12.51990000,0.00040000,-0.00040000,0,0.106200,0.000800,-0.000800,0,,,,,,,,,8.35000,1.80000,-1.60000,0,0.02627,0.00566,-0.00503,0,Mass,0.042000,0.004000,-0.004000,0,,,,,843,6,-6,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770.00,50.00,-50.00,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.070,0.060,-0.060,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362000,0.1583000,-0.1577000,9.5340000,0.0030000,-0.0030000,8.0340000,0.0210000,-0.0210000,9.3678900,0.0005890,-0.0005890,2024-04-10,2024-02,2024-04-10
TOI-1136 e,TOI-1136,1,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,18.80100000,0.00100000,-0.00100000,0,,,,,,,,,,,,,6.07000,1.09000,-1.01000,0,0.01910,0.00343,-0.00318,0,Mass,0.042500,0.004000,-0.004000,0,,,,,737,6,-6,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770.00,50.00,-50.00,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.070,0.060,-0.060,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362000,0.1583000,-0.1577000,9.5340000,0.0030000,-0.0030000,8.0340000,0.0210000,-0.0210000,9.3678900,0.0005890,-0.0005890,2024-04-10,2024-02,2024-04-10
TOI-1136 f,TOI-1136,1,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,26.32100000,0.00100000,-0.00100000,0,0.174000,0.002000,-0.002000,0,,,,,,,,,9.70000,3.90000,-3.70000,0,0.03052,0.01227,-0.01164,0,Mass,0.001000,0.001000,-0.001000,0,,,,,658,5,-5,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770.00,50.00,-50.00,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.070,0.060,-0.060,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362000,0.1583000,-0.1577000,9.5340000,0.0030000,-0.0030000,8.0340000,0.0210000,-0.0210000,9.3678900,0.0005890,-0.0005890,2024-04-10,2024-02,2024-04-10
TOI-1136 g,TOI-1136,1,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,39.54500000,0.00200000,-0.00200000,0,0.229000,0.003000,-0.003000,0,,,,,,,,,5.60000,4.10000,-3.20000,0,0.01762,0.01290,-0.01007,0,Mass,0.040000,0.010000,-0.010000,0,,,,,574,5,-5,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770.00,50.00,-50.00,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.070,0.060,-0.060,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362000,0.1583000,-0.1577000,9.5340000,0.0030000,-0.0030000,8.0340000,0.0210000,-0.0210000,9.3678900,0.0005890,-0.0005890,2024-04-10,2024-02,2024-04-10
TOI-1173 b,TOI-1173,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GALARZA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...91G/abstract target=ref>Galarza et al. 2024</a>,7.06466000,0.00028000,-0.00029000,0,0.069600,0.001400,-0.001400,0,9.190,0.180,-0.180,0,0.820,0.016,-0.016,0,27.40000,1.70000,-1.70000,0,0.08621,0.00535,-0.00535,0,Mass,0.023000,0.025000,-0.016000,0,132.00,10.00,-10.00,0,868,11,-11,0,0,<a refstr=GALARZA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...91G/abstract target=ref>Galarza et al. 2024</a>,G9,5350.00,34.00,-34.00,0,0.93,0.01,-0.01,0,0.91,0.03,-0.03,0,0.139,0.065,-0.065,0,[Fe/H],4.45,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h10m43.94s,197.6830975,+70d46m04.84s,70.7680117,132.3530000,0.4610000,-0.4580000,11.0380000,0.0090000,-0.0090000,9.1340000,0.0150000,-0.0150000,10.8041000,0.0003590,-0.0003590,2024-08-07,2024-08,2024-08-07
TOI-1174 b,TOI-1174,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,8.95345800,0.00002100,-0.00002100,0,0.080000,0.001000,-0.001000,0,2.506,0.142,-0.108,0,0.224,0.013,-0.010,0,32.00000,,,1,0.10068,,,1,Mass,0.000000,,,0,,,,,714,15,-13,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5158.00,59.00,-58.00,0,0.78,0.03,-0.02,0,0.84,0.02,-0.02,0,-0.002,0.062,-0.062,0,[Fe/H],4.57,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h56m52.12s,209.2171751,+68d37m05.56s,68.6182106,94.6375000,0.2508000,-0.2494000,10.9640000,0.0100000,-0.0100000,8.9640000,0.0220000,-0.0220000,10.8073000,0.0007180,-0.0007180,2024-07-22,2024-06,2024-07-22
TOI-1180 b,TOI-1180,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,9.68675300,0.00001200,-0.00001200,0,0.082000,0.002000,-0.002000,0,3.036,0.187,-0.130,0,0.271,0.017,-0.012,0,10.00000,5.30000,-5.40000,0,0.03146,0.01668,-0.01699,0,Mass,0.000000,,,0,,,,,638,13,-12,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,4804.00,53.00,-53.00,0,0.74,0.02,-0.02,0,0.78,0.02,-0.03,0,0.067,0.083,-0.092,0,[Fe/H],4.59,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h18m13.39s,214.5557741,+82d11m37.55s,82.1937642,72.0238000,0.1326000,-0.1321000,11.0170000,0.0160000,-0.0160000,8.5940000,0.0150000,-0.0150000,10.7445000,0.0004180,-0.0004180,2024-07-22,2024-06,2024-07-22
TOI-1181 b,TOI-1181,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SAUNDERS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S/abstract target=ref>Saunders et al. 2024</a>,2.10318900,0.00000300,-0.00000500,0,,,,,17.026,0.661,-0.661,0,1.519,0.059,-0.059,0,374.71969,7.31005,-7.31005,0,1.17900,0.02300,-0.02300,0,Mass,0.011000,0.007000,-0.008000,0,,,,,,,,,0,<a refstr=SAUNDERS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S/abstract target=ref>Saunders et al. 2024</a>,,6054.00,81.00,-81.00,0,1.96,0.03,-0.03,0,1.47,0.02,-0.02,0,0.380,0.060,-0.060,0,[Fe/H],4.02,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m51.80s,297.2158166,+64d21m15.66s,64.3543506,302.8190000,3.5420000,-3.4620000,10.5820000,0.0060000,-0.0060000,9.2200000,0.0150000,-0.0150000,10.4776000,0.0003410,-0.0003410,2024-08-16,2024-08,2024-08-22
TOI-1184 b,TOI-1184,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,5.74843200,0.00000390,-0.00000390,0,0.056000,0.001000,-0.001000,0,2.410,0.102,-0.144,0,0.215,0.009,-0.013,0,6.80000,2.30000,-2.30000,0,0.02140,0.00724,-0.00724,0,Mass,0.000000,,,0,,,,,715,14,-14,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,4617.00,47.00,-48.00,0,0.70,0.02,-0.02,0,0.73,0.02,-0.03,0,0.017,0.085,-0.094,0,[Fe/H],4.61,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h08m49.08s,272.2045196,+60d40m43.62s,60.6787845,58.5946000,0.0780000,-0.0778000,10.9880000,0.0150000,-0.0150000,8.3170000,0.0190000,-0.0190000,10.6220000,0.0004140,-0.0004140,2024-07-23,2024-06,2024-07-23
TOI-1194 b,TOI-1194,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2.31064460,0.00000054,-0.00000054,0,0.034000,0.000600,-0.000600,0,8.717,0.155,-0.149,0,0.778,0.014,-0.013,0,120.00000,5.60000,-5.70000,0,0.37756,0.01762,-0.01793,0,Mass,0.000000,,,0,,,,,1264,19,-19,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5394.00,65.00,-63.00,0,0.96,0.02,-0.01,0,0.98,0.03,-0.03,0,0.348,0.056,-0.058,0,[Fe/H],4.46,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h11m17.16s,167.8214811,+69d57m53.19s,69.9647749,149.6670000,0.6550000,-0.6490000,11.3020000,0.0100000,-0.0100000,9.3400000,0.0150000,-0.0150000,10.9887000,0.0004090,-0.0004090,2024-07-22,2024-06,2024-07-22
TOI-1199 b,TOI-1199,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SERRANO_BELL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207861S/abstract target=ref>Serrano Bell et al. 2024</a>,3.67146300,0.00000300,-0.00000300,0,0.049880,0.000910,-0.000910,0,10.514,0.280,-0.280,0,0.938,0.025,-0.025,0,75.96099,6.35657,-6.35657,0,0.23900,0.02000,-0.02000,0,Mass,0.030000,0.029000,-0.029000,0,,,,,1486,20,-20,0,0,<a refstr=SERRANO_BELL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207861S/abstract target=ref>Serrano Bell et al. 2024</a>,,5710.00,40.00,-40.00,0,1.45,0.03,-0.03,0,1.23,0.07,-0.07,0,0.440,0.040,-0.040,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h07m31.36s,166.8806581,+61d21m09.26s,61.3525723,248.4270000,1.7920000,-1.7670000,11.0930000,0.0070000,-0.0070000,9.4660000,0.0150000,-0.0150000,10.8853000,0.0003910,-0.0003910,2024-03-05,2024-02,2024-03-05
TOI-1201 b,TOI-1201,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOSSAKOWSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...656A.124K/abstract target=ref>Kossakowski et al. 2021</a>,2.49198630,0.00000300,-0.00000310,0,0.028700,0.001200,-0.001200,0,2.415,0.091,-0.090,0,0.215,0.008,-0.008,0,6.28000,0.84000,-0.88000,0,0.01976,0.00264,-0.00277,0,Mass,0.000000,,,0,40.60,3.60,-3.20,0,703,15,-14,0,0,<a refstr=KOSSAKOWSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...656A.124K/abstract target=ref>Kossakowski et al. 2021</a>,M2.0 V,3476.00,51.00,-51.00,0,0.51,0.02,-0.02,0,0.51,0.02,-0.02,0,0.050,0.160,-0.160,0,[Fe/H],4.80,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h48m59.45s,42.2476999,-14d32m14.22s,-14.5372835,37.8871000,0.0516000,-0.0516000,12.2600000,0.2000000,-0.2000000,8.6460000,0.0290000,-0.0290000,12.0966000,0.0006090,-0.0006090,2021-09-27,2021-12,2021-09-27
TOI-122 b,TOI-122,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,5.07803000,0.00001500,-0.00001500,0,0.039200,0.000700,-0.000700,0,2.720,0.180,-0.180,0,0.243,0.016,-0.016,0,,,,,,,,,,0.000000,,,0,8.80,1.00,-1.00,0,471,,,0,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,M3 V,3403.00,100.00,-100.00,0,0.33,0.01,-0.01,0,0.31,0.01,-0.01,0,,,,,,4.88,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h11m47.58s,332.9482355,-58d56m45.91s,-58.9460850,62.1180000,0.2165000,-0.2151000,15.5260000,0.0260000,-0.0260000,10.7710000,0.0210000,-0.0210000,14.3357000,0.0004420,-0.0004420,2020-12-10,2021-01,2020-12-17
TOI-1221 b,TOI-1221,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..217M/abstract target=ref>Mann et al. 2023</a>,91.68278000,0.00032000,-0.00041000,0,0.387000,0.026000,-0.023000,0,2.910,0.130,-0.120,0,0.260,0.012,-0.011,0,1112.39942,,,1,3.50000,,,1,Mass,0.210000,,,1,6.06,0.85,-0.77,0,440,60,-60,0,1,<a refstr=MANN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..217M/abstract target=ref>Mann et al. 2023</a>,,5592.00,50.00,-50.00,0,1.03,0.02,-0.02,0,0.93,0.22,-0.22,0,0.060,0.080,-0.080,0,[Fe/H],4.38,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h11m41.05s,107.9210254,-65d30m31.88s,-65.5088568,138.4110000,0.3870000,-0.3860000,10.4940000,0.0060000,-0.0060000,9.0360000,0.0210000,-0.0210000,10.5262000,0.0002450,-0.0002450,2023-05-16,2023-05,2023-05-16
TOI-1224 b,TOI-1224,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=THAO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...41T/abstract target=ref>Thao et al. 2024</a>,4.17827450,0.00000220,-0.00000210,0,0.035500,0.001700,-0.003400,0,2.104,0.094,-0.091,0,0.188,0.008,-0.008,0,,,,,,,,,,,,,,,,,,541,26,-14,0,0,<a refstr=THAO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...41T/abstract target=ref>Thao et al. 2024</a>,,3326.00,66.00,-66.00,0,0.40,0.01,-0.01,0,0.40,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h28m47.48s,37.1978356,-80d53m56.78s,-80.8991053,37.3312000,0.0601000,-0.0599000,13.9500000,0.0220000,-0.0220000,9.1340000,0.0190000,-0.0190000,12.7824000,0.0013480,-0.0013480,2024-07-12,2024-07,2024-07-12
TOI-1224 c,TOI-1224,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=THAO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...41T/abstract target=ref>Thao et al. 2024</a>,17.94546600,0.00001200,-0.00001200,0,,,,,2.884,0.098,-0.098,0,0.257,0.009,-0.009,0,,,,,,,,,,0.000000,,,0,,,,,,,,,1,<a refstr=THAO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...41T/abstract target=ref>Thao et al. 2024</a>,,3326.00,66.00,-66.00,0,0.40,0.01,-0.01,0,0.40,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h28m47.48s,37.1978356,-80d53m56.78s,-80.8991053,37.3312000,0.0601000,-0.0599000,13.9500000,0.0220000,-0.0220000,9.1340000,0.0190000,-0.0190000,12.7824000,0.0013480,-0.0013480,2024-07-12,2024-07,2024-07-12
